continent,country,year,pop,gdp
Americas,Dominican Republic,1962,3453434,5740081668.240807
Americas,Dominican Republic,1967,4049146,6696165882.705439
Americas,Ecuador,1952,3548753,12499100973.285902
Americas,Ecuador,1957,4058385,15342913820.218636
Americas,Ecuador,1962,4681707,19129988881.771145
Americas,Ecuador,1967,5432424,24875472663.347157
Americas,El Salvador,1952,2042865,6227271303.8085
Americas,El Salvador,1957,2355805,8060441504.580489
Americas,El Salvador,1962,2747687,10377474227.460749
Americas,El Salvador,1967,3232927,14091020728.10531
Americas,Guatemala,1952,3146381,7640161179.863989
Americas,Guatemala,1957,3640876,9528740348.507093
Americas,Guatemala,1962,4208858,11575893401.462667
Americas,Guatemala,1967,4690773,15209977556.006632
Americas,Haiti,1952,3201488,5891912670.805232
Americas,Haiti,1957,3507701,6057406350.579282
Americas,Haiti,1962,3880130,6970999000.73416
Americas,Haiti,1967,4318137,6270183933.688242
Americas,Honduras,1952,1517453,3330697353.0384116
Americas,Honduras,1957,1770390,3931129187.33598
Americas,Honduras,1962,2090162,4788888952.557269
Americas,Honduras,1967,2500689,6347422262.587662
Americas,Jamaica,1952,1426095,4133580396.739695
Americas,Jamaica,1957,1535090,7301695161.155291
Americas,Jamaica,1962,1665128,8735440529.223072
Americas,Jamaica,1967,1861096,11398661093.842297
Americas,Mexico,1952,30144317,104845718511.96869
Americas,Mexico,1957,35015548,144668369722.17426
Americas,Mexico,1962,41121485,188402581601.13672
Americas,Mexico,1967,47995559,276201669610.82556
Americas,Nicaragua,1952,1165790,3628362766.93892
Americas,Nicaragua,1957,1358828,4698033596.430116
Americas,Nicaragua,1962,1590597,5780809121.090383
Americas,Nicaragua,1967,1865490,8662204203.74166
Americas,Panama,1952,940080,2331755944.38672
Americas,Panama,1957,1063506,3149893033.27293
Americas,Panama,1962,1215725,4299460457.433225
Americas,Panama,1967,1405486,6213666373.434824
Americas,Paraguay,1952,1555876,3037550252.477076
Americas,Paraguay,1957,1770902,3623539461.164812
Americas,Paraguay,1962,2009813,4317132882.3836975
Americas,Paraguay,1967,2287985,5260938508.923335
Americas,Peru,1952,8025700,30164781548.3309
Americas,Peru,1957,9146100,38827542285.577805
Americas,Peru,1962,10516500,52130689937.702995
Americas,Peru,1967,12132200,70222305898.226
Americas,Puerto Rico,1952,2227000,6863524441.195
Americas,Puerto Rico,1957,2260000,8830172987.14
Americas,Puerto Rico,1962,2448046,12505462638.09298
Americas,Puerto Rico,1967,2648961,18355386422.555153
Americas,Trinidad and Tobago,1952,662850,2003975797.4748
Americas,Trinidad and Tobago,1957,764900,3136390911.66
Americas,Trinidad and Tobago,1962,887498,4435292529.214558
Americas,Trinidad and Tobago,1967,960155,5397385045.23316
Americas,United States,1952,157553000,2204242423150.2397
Americas,United States,1957,171984000,2553468310606.08
Americas,United States,1962,186538000,3016906282432.68
Americas,United States,1967,198712000,3880918003145.8403
Americas,Uruguay,1952,2252965,12879675387.39596
Americas,Uruguay,1957,2424959,14915372268.13327
Americas,Uruguay,1962,2598466,14560134513.462122
Americas,Uruguay,1967,2748579,14964967150.519981
Americas,Venezuela,1952,5439568,41829188706.34325
Americas,Venezuela,1957,6702668,65702678704.89137
Americas,Venezuela,1962,8143375,68591437240.906876
Americas,Venezuela,1967,9709552,92643439785.04378
Asia,Afghanistan,1952,8425333,6567086329.952229
Asia,Afghanistan,1957,9240934,7585448670.233646
Asia,Afghanistan,1962,10267083,8758855796.92893
Asia,Afghanistan,1967,11537966,9648014149.848902
Asia,Bahrain,1952,120447,1188460758.689955
Asia,Bahrain,1957,138655,1613361772.7397501
Asia,Bahrain,1962,171863,2191816125.38582
Asia,Bahrain,1967,202182,2993238335.8314
Asia,Bangladesh,1952,46886859,32082059995.381004
Asia,Bangladesh,1957,51365468,33985317661.090706
Asia,Bangladesh,1962,56839289,39011165929.14725
Asia,Bangladesh,1967,62821884,45306268649.6704
Asia,Cambodia,1952,4693836,1729534397.6435616
Asia,Cambodia,1957,5322536,2310184670.8691106
Asia,Cambodia,1962,6083619,3023033307.8986645
Asia,Cambodia,1967,6960067,3643123976.797051
Asia,China,1952,556263528,222754956970.68057
Asia,China,1957,637408000,367138722269.6672
Asia,China,1962,665770000,324678731163.591
Asia,China,1967,754550000,462317080954.97
Asia,Hong Kong China,1952,2125900,6493394048.2131
Asia,Hong Kong China,1957,2736300,9930241909.2891
Asia,Hong Kong China,1962,3305200,15510141068.6144
Asia,Hong Kong China,1967,3722800,23073775963.9592
Asia,India,1952,372000000,203322458739.6
Asia,India,1957,409000000,241335356364
Asia,India,1962,454000000,298889606508.6
Asia,India,1967,506000000,354589929014.2
Asia,Indonesia,1952,82052000,61512879123.2392
Asia,Indonesia,1957,90124000,77407527996.5668
Asia,Indonesia,1962,99028000,84103467353.4628
Asia,Indonesia,1967,109343000,83366577256.7303
Asia,Iran,1952,17272000,52426150706.544
Asia,Iran,1957,19792000,65120779270.256
Asia,Iran,1962,22874000,95780981890.948
Asia,Iran,1967,26538000,156752848641.09
Asia,Iraq,1952,5441766,22473220511.4949
Asia,Iraq,1957,6248643,38924881556.85636
Asia,Iraq,1962,7240260,60396350632.4319
Asia,Iraq,1967,8519282,76089624801.57571
Asia,Israel,1952,1620914,6623900928.584992
Asia,Israel,1957,1944401,10471140805.402851
Asia,Israel,1962,2310904,16420430421.018225
Asia,Israel,1967,2693585,22609255939.69334
Asia,Japan,1952,86459025,278134909229.18164
Asia,Japan,1957,91563009,395341088001.7443
Asia,Japan,1962,95831757,630251873020.733
Asia,Japan,1967,100825279,992906033833.7964
Asia,Jordan,1952,607914,940386912.5845981
Asia,Jordan,1957,746559,1408070439.936369
Asia,Jordan,1962,933559,2192005081.533322
Asia,Jordan,1967,1255058,3441113320.442616
Asia,Korea Dem. Rep.,1952,8865488,9648113404.215904
Asia,Korea Dem. Rep.,1957,9411381,14786546840.508556
Asia,Korea Dem. Rep.,1962,10917494,17704830126.003414
Asia,Korea Dem. Rep.,1967,12617009,27045071155.618484
Asia,Korea Rep.,1952,20947571,21588403826.183044
Asia,Korea Rep.,1957,22611552,33636798616.73942
Asia,Korea Rep.,1962,26420307,40590690362.266815
Asia,Korea Rep.,1967,30131000,61142673146.602
Asia,Kuwait,1952,160000,17341176464
Asia,Kuwait,1957,212846,24162944745.2334
Asia,Kuwait,1962,358266,34199395867.80816
Asia,Kuwait,1967,575003,46514800559.14978
Asia,Lebanon,1952,1439529,6959840663.764443
Asia,Lebanon,1957,1647412,10032388072.514807
Asia,Lebanon,1962,1886848,10782507259.744127
Asia,Lebanon,1967,2186894,13136635172.651548
Asia,Malaysia,1952,6748378,12357176936.945932
Asia,Malaysia,1957,7739235,14008533816.83112
Asia,Malaysia,1962,8906385,18141281511.967438
Asia,Malaysia,1967,10154878,23130196146.80769
Asia,Mongolia,1952,800663,629774979.8265225
Asia,Mongolia,1957,882134,805090717.486539
Asia,Mongolia,1962,1010280,1067213276.6882399
Asia,Mongolia,1967,1149500,1409334278.9350002
Asia,Myanmar,1952,20092996,6650781676
Asia,Myanmar,1957,21731844,7606145400
Asia,Myanmar,1962,23634436,9170161168
Asia,Myanmar,1967,25870271,9028724579
Asia,Nepal,1952,9182536,5012431651.695274
Asia,Nepal,1957,9682338,5789421899.343861
Asia,Nepal,1962,10332057,6740601536.90858
Asia,Nepal,1967,11261690,7617882645.364925
Asia,Oman,1952,507833,928435681.4947311
Asia,Oman,1957,561977,1260371978.491327
Asia,Oman,1962,628164,1837152375.614532
Asia,Oman,1967,714775,3374411809.100425
Asia,Pakistan,1952,41346560,28305736881.95533
Asia,Pakistan,1957,46679944,34873817306.378365
Asia,Pakistan,1962,53100671,42658038632.559746
Asia,Pakistan,1967,60641899,57149426446.91546
Asia,Philippines,1952,22438691,28561783326.577545
Asia,Philippines,1957,26072194,40358318274.06774
Asia,Philippines,1962,30325264,50023104521.49339
Asia,Philippines,1967,35356600,64141377891.538
Asia,Saudi Arabia,1952,4005677,25874890184.73017
Asia,Saudi Arabia,1957,4419650,36053698159.2232
Asia,Saudi Arabia,1962,4943029,57469729990.422745
Asia,Saudi Arabia,1967,5618198,94964675299.15428
Asia,Singapore,1952,1127000,2609160781.829
Asia,Singapore,1957,1445929,4110927115.000961
Asia,Singapore,1962,1750200,6431522198.1144
Asia,Singapore,1967,1977600,9843342904.703999
Asia,Sri Lanka,1952,7982342,8649123231.41426
Asia,Sri Lanka,1957,9128546,9790790993.50069
Asia,Sri Lanka,1962,10421936,11198078000.91456
Asia,Sri Lanka,1967,11737396,13327981307.935097
Asia,Syria,1952,3661549,6017702154.453345
Asia,Syria,1957,4149908,8786330020.339844
Asia,Syria,1962,4834621,10602503376.981592
Asia,Syria,1967,5680812,10690854351.749184
Asia,Taiwan,1952,8550362,10319841571.294506
Asia,Taiwan,1957,10164215,15326226341.73735
Asia,Taiwan,1962,11918938,21726782116.232265
Asia,Taiwan,1967,13648692,36085212828.495255
Asia,Thailand,1952,21289402,16133053859.977215
Asia,Thailand,1957,25041917,19872699754.496174
Asia,Thailand,1962,29263397,29327752243.30728
Asia,Thailand,1967,34024249,44077076065.54434
Asia,Vietnam,1952,26246839,15881082791.944736
Asia,Vietnam,1957,28998543,19611292638.302555
Asia,Vietnam,1962,33796140,26092281505.001625
Asia,Vietnam,1967,39463910,25143376124.160816
Asia,West Bank and Gaza,1952,1030585,1561946720.3824651
Asia,West Bank and Gaza,1957,1070439,1955764566.6787379
Asia,West Bank and Gaza,1962,1133134,2491712161.6418076
Asia,West Bank and Gaza,1967,1142636,3027659756.738452
Asia,Yemen Rep.,1952,4963829,3880312374.054887
Asia,Yemen Rep.,1957,5498090,4425030274.681523
Asia,Yemen Rep.,1962,6120081,5052880863.151249
Asia,Yemen Rep.,1967,6740785,5813537083.146846
Europe,Albania,1952,1282697,2053669902.478792
Europe,Albania,1957,1476505,2867792397.68722
Europe,Albania,1962,1728137,3996988985.211246
Europe,Albania,1967,1984060,5476396322.91986
Europe,Austria,1952,6927772,42516266683.135826
Europe,Austria,1957,6965860,61596299913.25579
Europe,Austria,1962,7129864,76651179416.22905
Europe,Austria,1967,7376998,94680836235.5952
Europe,Belgium,1952,8730405,72838686716.28644
Europe,Belgium,1957,8989111,87328859400.77615
Europe,Belgium,1962,9218400,101321340396.38399
Europe,Belgium,1967,9556500,125658812132.235
Europe,Bosnia and Herzegovina,1952,2791000,2717131146.6868
Europe,Bosnia and Herzegovina,1957,3076000,4164870705.376
Europe,Bosnia and Herzegovina,1962,3349000,5725730640.971
Europe,Bosnia and Herzegovina,1967,3585000,7787883436.454999
Europe,Bulgaria,1952,7274900,17781940935.5352
Europe,Bulgaria,1957,7651254,23020103934.64166
Europe,Bulgaria,1962,8012946,34089779369.663692
Europe,Bulgaria,1967,8310226,46346153670.632805
Europe,Croatia,1952,3882229,12109590475.80308
Europe,Croatia,1957,3991242,17314932235.498314
Europe,Croatia,1962,4076557,22330930898.108025
Europe,Croatia,1967,4174366,29054830740.831127
Europe,Czech Republic,1952,9125183,62746038114.91576
Europe,Czech Republic,1957,9513758,78548858000.62386
Europe,Czech Republic,1962,9620282,97519520387.13066
Europe,Czech Republic,1967,9835109,112114783032.64302
Europe,Denmark,1952,4334000,42006797651.829994
Europe,Denmark,1957,4487831,49813395320.36985
Europe,Denmark,1962,4646899,63120285966.30549
Europe,Denmark,1967,4838800,77116977699.724
Europe,Finland,1952,4090500,26279495259.9255
Europe,Finland,1957,4324000,32626376129.064
Europe,Finland,1962,4491443,42093096667.70552
Europe,Finland,1967,4605744,50302260674.67744
Europe,France,1952,42459667,298483363097.9141
Europe,France,1957,44310863,383857690356.8969
Europe,France,1962,47124000,497652320115.72
Europe,France,1967,49569000,644392918488.5399
Europe,Germany,1952,69145952,493986590900.88715
Europe,Germany,1957,71019069,723529963816.3889
Europe,Germany,1962,73739117,951416222108.6505
Europe,Germany,1967,76368453,1126100616352.8813
Europe,Greece,1952,7733250,27303708960.62775
Europe,Greece,1957,8096218,39803435654.7198
Europe,Greece,1962,8448233,50834629317.82479
Europe,Greece,1967,8716441,74203907867.24005
Europe,Hungary,1952,9504000,50025955947.26401
Europe,Hungary,1957,9839000,59429331128.229004
Europe,Hungary,1962,10063000,75979271442.25099
Europe,Hungary,1967,10223422,95350224305.46074
Europe,Iceland,1952,147962,1075341715.183736
Europe,Iceland,1957,165110,1526277073.13532
Europe,Iceland,1962,182053,1884277507.35018
Europe,Iceland,1967,198676,2646343594.11968
Europe,Ireland,1952,2952156,15381560331.987167
Europe,Ireland,1957,2878220,16115377912.747839
Europe,Ireland,1962,2830000,18767420398.62
Europe,Ireland,1967,2900100,22201915549.5963
Europe,Italy,1952,47666000,235060310452.23
Europe,Italy,1957,49182000,307321410802.224
Europe,Italy,1962,50843200,419130105629.088
Europe,Italy,1967,52667100,527850812033.90094
Europe,Montenegro,1952,413834,1095660939.604234
Europe,Montenegro,1957,442829,1630611470.585587
Europe,Montenegro,1962,474528,2206362439.60848
Europe,Montenegro,1967,501035,2960040094.219795
Europe,Netherlands,1952,10381988,92831291730.89369
Europe,Netherlands,1957,11026383,124335627651.52751
Europe,Netherlands,1962,11805689,151004791951.14685
Europe,Netherlands,1967,12596822,193528142723.17792
Europe,Norway,1952,3327728,33594817529.45216
Europe,Norway,1957,3491938,40694951309.351524
Europe,Norway,1962,3638919,48944921612.36769
Europe,Norway,1967,3786019,61946375191.07293
Europe,Poland,1952,25730551,103676873315.93414
Europe,Poland,1957,28235346,133673272043.00957
Europe,Poland,1962,30329617,161922307755.11923
Europe,Poland,1967,31785378,208421579588.90933
Europe,Portugal,1952,8526050,26160648602.03535
Europe,Portugal,1957,8817650,33282852529.663948
Europe,Portugal,1962,9019800,42645207507.8022
Europe,Portugal,1967,9103000,57908898290.27901
Europe,Romania,1952,16630000,52294917283.18
Europe,Romania,1957,17829327,70307637223.58858
Europe,Romania,1962,18680721,88453168839.73952
Europe,Romania,1967,19284814,124789457739.14763
Europe,Serbia,1952,6860147,24569338287.818855
Europe,Serbia,1957,7271135,36218184315.731285
Europe,Serbia,1962,7616060,47902193037.461426
Europe,Serbia,1967,7971222,63703671182.05465
Europe,Slovak Republic,1952,3558137,18056332320.32925
Europe,Slovak Republic,1957,3844277,23424190728.96546
Europe,Slovak Republic,1962,4237384,31700325638.04363
Europe,Slovak Republic,1967,4442238,37372114718.244484
Europe,Slovenia,1952,1489518,6278380543.970838
Europe,Slovenia,1957,1533070,8987280431.62103
Europe,Slovenia,1962,1582962,11717564986.75599
Europe,Slovenia,1967,1646912,15490013353.792063
Europe,Spain,1952,28549870,109461193459.58354
Europe,Spain,1957,29841614,136221071505.48975
Europe,Spain,1962,31158061,177409134906.3586
Europe,Spain,1967,32850275,262589077073.78085
Europe,Sweden,1952,7124673,60758104611.545525
Europe,Sweden,1957,7363802,72989108704.37526
Europe,Sweden,1962,7561588,93230160068.96895
Europe,Sweden,1967,7867931,120051227737.46907
Europe,Switzerland,1952,4815000,70945330691.25
Europe,Switzerland,1957,5126000,91804044355.98001
Europe,Switzerland,1962,5666000,115762571238.20001
Europe,Switzerland,1967,6063000,139243733012.16
Europe,Turkey,1952,22235677,43784293371.66346
Europe,Turkey,1957,25670939,56957505187.437325
Europe,Turkey,1962,29788695,69195263214.09006
Europe,Turkey,1967,33411317,94432289201.03168
Europe,United Kingdom,1952,50430000,503266612999.41
Europe,United Kingdom,1957,51430000,580293841968.5
Europe,United Kingdom,1962,53292000,664933720414.44
Europe,United Kingdom,1967,54959000,777276942063.51
Oceania,Australia,1952,8691212,87256254101.51567
Oceania,Australia,1957,9712569,106349227168.69672
Oceania,Australia,1962,10794968,131884573002.44049
Oceania,Australia,1967,11872264,172457986741.7076
Oceania,New Zealand,1952,1994794,21058193787.11404
Oceania,New Zealand,1957,2229407,27304428858.17524
Oceania,New Zealand,1962,2488550,32788333486.9
