continent,country,year,lifeExp
Africa,Guinea,2002,53.676
Africa,Guinea,2007,56.007
Africa,Guinea-Bissau,1972,36.486
Africa,Guinea-Bissau,1977,37.465
Africa,Guinea-Bissau,1982,39.327
Africa,Guinea-Bissau,1987,41.245
Africa,Guinea-Bissau,1992,43.266
Africa,Guinea-Bissau,1997,44.873
Africa,Guinea-Bissau,2002,45.504
Africa,Guinea-Bissau,2007,46.388
Africa,Kenya,1972,53.559
Africa,Kenya,1977,56.155
Africa,Kenya,1982,58.766
Africa,Kenya,1987,59.339
Africa,Kenya,1992,59.285
Africa,Kenya,1997,54.407
Africa,Kenya,2002,50.992
Africa,Kenya,2007,54.11
Africa,Lesotho,1972,49.767
Africa,Lesotho,1977,52.208
Africa,Lesotho,1982,55.078
Africa,Lesotho,1987,57.18
Africa,Lesotho,1992,59.685
Africa,Lesotho,1997,55.558
Africa,Lesotho,2002,44.593
Africa,Lesotho,2007,42.592
Africa,Liberia,1972,42.614
Africa,Liberia,1977,43.764
Africa,Liberia,1982,44.852
Africa,Liberia,1987,46.027
Africa,Liberia,1992,40.802
Africa,Liberia,1997,42.221
Africa,Liberia,2002,43.753
Africa,Liberia,2007,45.678
Africa,Libya,1972,52.773
Africa,Libya,1977,57.442
Africa,Libya,1982,62.155
Africa,Libya,1987,66.234
Africa,Libya,1992,68.755
Africa,Libya,1997,71.555
Africa,Libya,2002,72.737
Africa,Libya,2007,73.952
Africa,Madagascar,1972,44.851
Africa,Madagascar,1977,46.881
Africa,Madagascar,1982,48.969
Africa,Madagascar,1987,49.35
Africa,Madagascar,1992,52.214
Africa,Madagascar,1997,54.978
Africa,Madagascar,2002,57.286
Africa,Madagascar,2007,59.443
Africa,Malawi,1972,41.766
Africa,Malawi,1977,43.767
Africa,Malawi,1982,45.642
Africa,Malawi,1987,47.457
Africa,Malawi,1992,49.42
Africa,Malawi,1997,47.495
Africa,Malawi,2002,45.009
Africa,Malawi,2007,48.303
Africa,Mali,1972,39.977
Africa,Mali,1977,41.714
Africa,Mali,1982,43.916
Africa,Mali,1987,46.364
Africa,Mali,1992,48.388
Africa,Mali,1997,49.903
Africa,Mali,2002,51.818
Africa,Mali,2007,54.467
Africa,Mauritania,1972,48.437
Africa,Mauritania,1977,50.852
Africa,Mauritania,1982,53.599
Africa,Mauritania,1987,56.145
Africa,Mauritania,1992,58.333
Africa,Mauritania,1997,60.43
Africa,Mauritania,2002,62.247
Africa,Mauritania,2007,64.164
Africa,Mauritius,1972,62.944
Africa,Mauritius,1977,64.93
Africa,Mauritius,1982,66.711
Africa,Mauritius,1987,68.74
Africa,Mauritius,1992,69.745
Africa,Mauritius,1997,70.736
Africa,Mauritius,2002,71.954
Africa,Mauritius,2007,72.801
Africa,Morocco,1972,52.862
Africa,Morocco,1977,55.73
Africa,Morocco,1982,59.65
Africa,Morocco,1987,62.677
Africa,Morocco,1992,65.393
Africa,Morocco,1997,67.66
Africa,Morocco,2002,69.615
Africa,Morocco,2007,71.164
Africa,Mozambique,1972,40.328
Africa,Mozambique,1977,42.495
Africa,Mozambique,1982,42.795
Africa,Mozambique,1987,42.861
Africa,Mozambique,1992,44.284
Africa,Mozambique,1997,46.344
Africa,Mozambique,2002,44.026
Africa,Mozambique,2007,42.082
Africa,Namibia,1972,53.867
Africa,Namibia,1977,56.437
Africa,Namibia,1982,58.968
Africa,Namibia,1987,60.835
Africa,Namibia,1992,61.999
Africa,Namibia,1997,58.909
Africa,Namibia,2002,51.479
Africa,Namibia,2007,52.906
Africa,Niger,1972,40.546
Africa,Niger,1977,41.291
Africa,Niger,1982,42.598
Africa,Niger,1987,44.555
Africa,Niger,1992,47.391
Africa,Niger,1997,51.313
Africa,Niger,2002,54.496
Africa,Niger,2007,56.867
Africa,Nigeria,1972,42.821
Africa,Nigeria,1977,44.514
Africa,Nigeria,1982,45.826
Africa,Nigeria,1987,46.886
Africa,Nigeria,1992,47.472
Africa,Nigeria,1997,47.464
Africa,Nigeria,2002,46.608
Africa,Nigeria,2007,46.859
Africa,Reunion,1972,64.274
Africa,Reunion,1977,67.064
Africa,Reunion,1982,69.885
Africa,Reunion,1987,71.913
Africa,Reunion,1992,73.615
Africa,Reunion,1997,74.772
Africa,Reunion,2002,75.744
Africa,Reunion,2007,76.442
Africa,Rwanda,1972,44.6
Africa,Rwanda,1977,45
Africa,Rwanda,1982,46.218
Africa,Rwanda,1987,44.02
Africa,Rwanda,1992,23.599
Africa,Rwanda,1997,36.087
Africa,Rwanda,2002,43.413
Africa,Rwanda,2007,46.242
Africa,Sao Tome and Principe,1972,56.48
Africa,Sao Tome and Principe,1977,58.55
Africa,Sao Tome and Principe,1982,60.351
Africa,Sao Tome and Principe,1987,61.728
Africa,Sao Tome and Principe,1992,62.742
Africa,Sao Tome and Principe,1997,63.306
Africa,Sao Tome and Principe,2002,64.337
Africa,Sao Tome and Principe,2007,65.528
Africa,Senegal,1972,45.815
Africa,Senegal,1977,48.879
Africa,Senegal,1982,52.379
Africa,Senegal,1987,55.769
Africa,Senegal,1992,58.196
Africa,Senegal,1997,60.187
Africa,Senegal,2002,61.6
Africa,Senegal,2007,63.062
Africa,Sierra Leone,1972,35.4
Africa,Sierra Leone,1977,36.788
Africa,Sierra Leone,1982,38.445
Africa,Sierra Leone,1987,40.006
Africa,Sierra Leone,1992,38.333
Africa,Sierra Leone,1997,39.897
Africa,Sierra Leone,2002,41.012
Africa,Sierra Leone,2007,42.568
Africa,Somalia,1972,40.973
Africa,Somalia,1977,41.974
Africa,Somalia,1982,42.955
Africa,Somalia,1987,44.501
Africa,Somalia,1992,39.658
Africa,Somalia,1997,43.795
Africa,Somalia,2002,45.936
Africa,Somalia,2007,48.159
Africa,South Africa,1972,53.696
Africa,South Africa,1977,55.527
Africa,South Africa,1982,58.161
Africa,South Africa,1987,60.834
Africa,South Africa,1992,61.888
Africa,South Africa,1997,60.236
Africa,South Africa,2002,53.365
Africa,South Africa,2007,49.339
Africa,Sudan,1972,45.083
Africa,Sudan,1977,47.8
Africa,Sudan,1982,50.338
Africa,Sudan,1987,51.744
Africa,Sudan,1992,53.556
Africa,Sudan,1997,55.373
Africa,Sudan,2002,56.369
Africa,Sudan,2007,58.556
Africa,Swaziland,1972,49.552
Africa,Swaziland,1977,52.537
Africa,Swaziland,1982,55.561
Africa,Swaziland,1987,57.678
Africa,Swaziland,1992,58.474
Africa,Swaziland,1997,54.289
Africa,Swaziland,2002,43.869
Africa,Swaziland,2007,39.613
Africa,Tanzania,1972,47.62
Africa,Tanzania,1977,49.919
Africa,Tanzania,1982,50.608
Africa,Tanzania,1987,51.535
Africa,Tanzania,1992,50.44
Africa,Tanzania,1997,48.466
Africa,Tanzania,2002,49.651
Africa,Tanzania,2007,52.517
Africa,Togo,1972,49.759
Africa,Togo,1977,52.887
Africa,Togo,1982,55.471
Africa,Togo,1987,56.941
Africa,Togo,1992,58.061
Africa,Togo,1997,58.39
Africa,Togo,2002,57.561
Africa,Togo,2007,58.42
Africa,Tunisia,1972,55.602
Africa,Tunisia,1977,59.837
Africa,Tunisia,1982,64.048
Africa,Tunisia,1987,66.894
Africa,Tunisia,1992,70.001
Africa,Tunisia,1997,71.973
Africa,Tunisia,2002,73.042
Africa,Tunisia,2007,73.923
Africa,Uganda,1972,51.016
Africa,Uganda,1977,50.35
Africa,Uganda,1982,49.849
Africa,Uganda,1987,51.509
Africa,Uganda,1992,48.825
Africa,Uganda,1997,44.578
Africa,Uganda,2002,47.813
Africa,Uganda,2007,51.542
Africa,Zambia,1972,50.107
Africa,Zambia,1977,51.386
Africa,Zambia,1982,51.821
Africa,Zambia,1987,50.821
Africa,Zambia,1992,46.1
Africa,Zambia,1997,40.238
Africa,Zambia,2002,39.193
Africa,Zambia,2007,42.384
Africa,Zimbabwe,1972,55.635
Africa,Zimbabwe,1977,57.674
Africa,Zimbabwe,1982,60.363
Africa,Zimbabwe,1987,62.351
Africa,Zimbabwe,1992,60.377
Africa,Zimbabwe,1997,46.809
Africa,Zimbabwe,2002,39.989
Africa,Zimbabwe,2007,43.487
Americas,Argentina,1972,67.065
Americas,Argentina,1977,68.481
Americas,Argentina,1982,69.942
Americas,Argentina,1987,70.774
Americas,Argentina,1992,71.868
Americas,Argentina,1997,73.275
Americas,Argentina,2002,74.34
Americas,Argentina,2007,75.32
Americas,Bolivia,1972,46.714
Americas,Bolivia,1977,50.023
Americas,Bolivia,1982,53.859
Americas,Bolivia,1987,57.251
Americas,Bolivia,1992,59.957
Americas,Bolivia,1997,62.05
Americas,Bolivia,2002,63.883
Americas,Bolivia,2007,65.554
Americas,Brazil,1972,59.504
Americas,Brazil,1977,61.489
Americas,Brazil,1982,63.336
Americas,Brazil,1987,65.205
Americas,Brazil,1992,67.057
Americas,Brazil,1997,69.388
Americas,Brazil,2002,71.006
Americas,Brazil,2007,72.39
Americas,Canada,1972,72.88
Americas,Canada,1977,74.21
Americas,Canada,1982,75.76
Americas,Canada,1987,76.86
Americas,Canada,1992,77.95
Americas,Canada,1997,78.61
Americas,Canada,2002,79.77
Americas,Canada,2007,80.653
Americas,Chile,1972,63.441
Americas,Chile,1977,67.052
Americas,Chile,1982,70.565
Americas,Chile,1987,72.492
Americas,Chile,1992,74.126
Americas,Chile,1997,75.816
Americas,Chile,2002,77.86
Americas,Chile,2007,78.553
Americas,Colombia,1972,61.623
Americas,Colombia,1977,63.837
Americas,Colombia,1982,66.653
Americas,Colombia,1987,67.768
Americas,Colombia,1992,68.421
Americas,Colombia,1997,70.313
Americas,Colombia,2002,71.682
Americas,Colombia,2007,72.889
Americas,Costa Rica,1972,67.849
Americas,Costa Rica,1977,70.75
Americas,Costa Rica,1982,73.45
Americas,Costa Rica,1987,74.752
Americas,Costa Rica,1992,75.713
Americas,Costa Rica,1997,77.26
Americas,Costa Rica,2002,78.123
Americas,Costa Rica,2007,78.782
Americas,Cuba,1972,70.723
Americas,Cuba,1977,72.649
Americas,Cuba,1982,73.717
Americas,Cuba,1987,74.174
Americas,Cuba,1992,74.414
Americas,Cuba,1997,76.151
Americas,Cuba,2002,77.158
Americas,Cuba,2007,78.273
Americas,Dominican Republic,1972,59.631
Americas,Dominican Republic,1977,61.788
Americas,Dominican Republic,1982,63.727
Americas,Dominican Republic,1987,66.046
Americas,Dominican Republic,1992,68.457
Americas,Dominican Republic,1997,69.957
Americas,Dominican Republic,2002,70.847
Americas,Dominican Republic,2007,72.235
Americas,Ecuador,1972,58.796
Americas,Ecuador,1977,61.31
Americas,Ecuador,1982,64.342
Americas,Ecuador,1987,67.231
Americas,Ecuador,1992,69.613
Americas,Ecuador,1997,72.312
Americas,Ecuador,2002,74.173
Americas,Ecuador,2007,74.994
Americas,El Salvador,1972,58.207
Americas,El Salvador,1977,56.696
Americas,El Salvador,1982,56.604
Americas,El Salvador,1987,63.154
Americas,El Salvador,1992,66.798
Americas,El Salvador,1997,69.535
Americas,El Salvador,2002,70.734
Americas,El Salvador,2007,71.878
Americas,Guatemala,1972,53.738
Americas,Guatemala,1977,56.029
Americas,Guatemala,1982,58.137
Americas,Guatemala,1987,60.782
Americas,Guatemala,1992,63.373
Americas,Guatemala,1997,66.322
Americas,Guatemala,2002,68.978
Americas,Guatemala,2007,70.259
Americas,Haiti,1972,48.042
Americas,Haiti,1977,49.923
Americas,Haiti,1982,51.461
Americas,Haiti,1987,53.636
Americas,Haiti,1992,55.089
Americas,Haiti,1997,56.671
Americas,Haiti,2002,58.137
Americas,Haiti,2007,60.916
Americas,Honduras,1972,53.884
Americas,Honduras,1977,57.402
Americas,Honduras,1982,60.909
Americas,Honduras,1987,64.492
Americas,Honduras,1992,66.399
Americas,Honduras,1997,67.659
Americas,Honduras,2002,68.565
Americas,Honduras,2007,70.198
Americas,Jamaica,1972,69
Americas,Jamaica,1977,70.11
Americas,Jamaica,1982,71.21
Americas,Jamaica,1987,71.77
Americas,Jamaica,1992,71.766
Americas,Jamaica,1997,72.262
Americas,Jamaica,2002,72.047
Americas,Jamaica,2007,72.567
Americas,Mexico,1972,62.361
Americas,Mexico,1977,65.032
Americas,Mexico,1982,67.405
Americas,Mexico,1987,69.498
Americas,Mexico,1992,71.455
Americas,Mexico,1997,73.67
Americas,Mexico,2002,74.902
Americas,Mexico,2007,76.195
Americas,Nicaragua,1972,55.151
Americas,Nicaragua,1977,57.47
Americas,Nicaragua,1982,59.298
Americas,Nicaragua,1987,62.008
Americas,Nicaragua,1992,65.843
Americas,Nicaragua,1997,68.426
Americas,Nicaragua,2002,70.836
Americas,Nicaragua,2007,72.899
Americas,Panama,1972,66.216
Americas,Panama,1977,68.681
Americas,Panama,1982,70.472
Americas,Panama,1987,71.523
Americas,Panama,1992,72.462
Americas,Panama,1997,73.738
Americas,Panama,2002,74.712
Americas,Panama,2007,75.537
Americas,Paraguay,1972,65.815
Americas,Paraguay,1977,66.353
Americas,Paraguay,1982,66.874
Americas,Paraguay,1987,67.378
Americas,Paraguay,1992,68.225
Americas,Paraguay,1997,69.4
Americas,Paraguay,2002,70.755
Americas,Paraguay,2007,71.752
Americas,Peru,1972,55.448
Americas,Peru,1977,58.447
Americas,Peru,1982,61.406
Americas,Peru,1987,64.134
Americas,Peru,1992,66.458
Americas,Peru,1997,68.386
Americas,Peru,2002,69.906
Americas,Peru,2007,71.421
Americas,Puerto Rico,1972,72.16
Americas,Puerto Rico,1977,73.44
Americas,Puerto Rico,1982,73.75
Americas,Puerto Rico,1987,74.63
Americas,Puerto Rico,1992,73.911
Americas,Puerto Rico,1997,74.917
Americas,Puerto Rico,2002,77.778
Americas,Puerto Rico,2007,78.746
Americas,Trinidad and Tobago,1972,65.9
Americas,Trinidad and Tobago,1977,68.3
Americas,Trinidad and Tobago,1982,68.832
Americas,Trinidad and Tobago,1987,69.582
Americas,Trinidad and Tobago,1992,69.862
Americas,Trinidad and Tobago,1997,69.465
Americas,Trinidad and Tobago,2002,68.976
Americas,Trinidad and Tobago,2007,69.819
Americas,United States,1972,71.34
Americas,United States,1977,73.38
Americas,United States,1982,74.65
Americas,United States,1987,75.02
Americas,United States,1992,76.09
Americas,United States,1997,76.81
Americas,United States,2002,77.31
Americas,United States,2007,78.242
Americas,Uruguay,1972,68.673
Americas,Uruguay,1977,69.481
Americas,Uruguay,1982,70.805
Americas,Uruguay,1987,71.918
Americas,Uruguay,1992,72.752
Americas,Uruguay,1997,74.223
Americas,Uruguay,2002,75.307
Americas,Uruguay,2007,76.384
Americas,Venezuela,1972,65.712
Americas,Venezuela,1977,67.456
Americas,Venezuela,1982,68.557
Americas,Venezuela,1987,70.19
Americas,Venezuela,1992,71.15
Americas,Venezuela,1997,72.146
Americas,Venezuela,2002,72.766
Americas,Venezuela,2007,73.747
Asia,Afghanistan,1972,36.088
Asia,Afghanistan,1977,38.438
Asia,Afghanistan,1982,39.854
Asia,Afghanistan,1987,40.822
Asia,Afghanistan,1992,41.674
Asia,Afghanistan,1997,41.763
Asia,Afghanistan,2002,42.129
Asia,Afghanistan,2007,43.828
Asia,Bahrain,1972,63.3
Asia,Bahrain,1977,65.593
Asia,Bahrain,1982,69.052
Asia,Bahrain,1987,70.75
Asia,Bahrain,1992,72.601
Asia,Bahrain,1997,73.925
Asia,Bahrain,2002,74.795
Asia,Bahrain,2007,75.635
Asia,Bangladesh,1972,45.252
Asia,Bangladesh,1977,46.923
Asia,Bangladesh,1982,50.009
Asia,Bangladesh,1987,52.819
Asia,Bangladesh,1992,56.018
Asia,Bangladesh,1997,59.412
Asia,Bangladesh,2002,62.013
Asia,Bangladesh,2007,64.062
Asia,Cambodia,1972,40.317
Asia,Cambodia,1977,31.22
Asia,Cambodia,1982,50.957
Asia,Cambodia,1987,53.914
Asia,Cambodia,1992,55.803
Asia,Cambodia,1997,56.534
Asia,Cambodia,2002,56.752
Asia,Cambodia,2007,59.723
Asia,China,1972,63.11888
Asia,China,1977,63.96736
Asia,China,1982,65.525
Asia,China,1987,67.274
Asia,China,1992,68.69
Asia,China,1997,70.426
Asia,China,2002,72.028
Asia,China,2007,72.961
Asia,Hong Kong China,1972,72
Asia,Hong Kong China,1977,73.6
Asia,Hong Kong China,1982,75.45
Asia,Hong Kong China,1987,76.2
Asia,Hong Kong China,1992,77.601
Asia,Hong Kong China,1997,80
Asia,Hong Kong China,2002,81.495
Asia,Hong Kong China,2007,82.208
Asia,India,1972,50.651
Asia,India,1977,54.208
Asia,India,1982,56.596
Asia,India,1987,58.553
Asia,India,1992,60.223
Asia,India,1997,61.765
Asia,India,2002,62.879
Asia,India,2007,64.698
Asia,Indonesia,1972,49.203
Asia,Indonesia,1977,52.702
Asia,Indonesia,1982,56.159
Asia,Indonesia,1987,60.137
Asia,Indonesia,1992,62.681
Asia,Indonesia,1997,66.041
Asia,Indonesia,2002,68.588
Asia,Indonesia,2007,70.65
Asia,Iran,1972,55.234
Asia,Iran,1977,57.702
Asia,Iran,1982,59.62
Asia,Iran,1987,63.04
Asia,Iran,1992,65.742
Asia,Iran,1997,68.042
Asia,Iran,2002,69.451
Asia,Iran,2007,70.964
Asia,Iraq,1972,56.95
Asia,Iraq,1977,60.413
Asia,Iraq,1982,62.038
Asia,Iraq,1987,65.044
Asia,Iraq,1992,59.461
Asia,Iraq,1997,58.811
Asia,Iraq,2002,57.046
Asia,Iraq,2007,59.545
Asia,Israel,1972,71.63
Asia,Israel,1977,73.06
Asia,Israel,1982,74.45
Asia,Israel,1987,75.6
Asia,Israel,1992,76.93
Asia,Israel,1997,78.269
Asia,Israel,2002,79.696
Asia,Israel,2007,80.745
Asia,Japan,1972,73.42
Asia,Japan,1977,75.38
Asia,Japan,1982,77.11
Asia,Japan,1987,78.67
Asia,Japan,1992,79.36
Asia,Japan,1997,80.69
Asia,Japan,2002,82
Asia,Japan,2007,82.603
Asia,Jordan,1972,56.528
Asia,Jordan,1977,61.134
Asia,Jordan,1982,63.739
Asia,Jordan,1987,65.869
Asia,Jordan,1992,68.015
Asia,Jordan,1997,69.772
Asia,Jordan,2002,71.263
Asia,Jordan,2007,72.535
Asia,Korea Dem. Rep.,1972,63.983
Asia,Korea Dem. Rep.,1977,67.159
Asia,Korea Dem. Rep.,1982,69.1
Asia,Korea Dem. Rep.,1987,70.647
Asia,Korea Dem. Rep.,1992,69.978
Asia,Korea Dem. Rep.,1997,67.727
Asia,Korea Dem. Rep.,2002,66.662
Asia,Korea Dem. Rep.,2007,67.297
Asia,Korea Rep.,1972,62.612
Asia,Korea Rep.,1977,64.766
Asia,Korea Rep.,1982,67.123
Asia,Korea Rep.,1987,69.81
Asia,Korea Rep.,1992,72.244
Asia,Korea Rep.,1997,74.647
Asia,Korea Rep.,2002,77.045
Asia,Korea Rep.,2007,78.623
Asia,Kuwait,1972,67.712
Asia,Kuwait,1977,69.343
Asia,Kuwait,1982,71.309
Asia,Kuwait,1987,74.174
Asia,Kuwait,1992,75.19
Asia,Kuwait,1997,76.156
Asia,Kuwait,2002,76.904
Asia,Kuwait,2007,77.588
Asia,Lebanon,1972,65.421
Asia,Lebanon,1977,66.099
Asia,Lebanon,1982,66.983
Asia,Lebanon,1987,67.926
Asia,Lebanon,1992,69.292
Asia,Lebanon,1997,70.265
Asia,Lebanon,2002,71.028
Asia,Lebanon,2007,71.993
Asia,Malaysia,1972,63.01
Asia,Malaysia,1977,65.256
Asia,Malaysia,1982,68
Asia,Malaysia,1987,69.5
Asia,Malaysia,1992,70.693
Asia,Malaysia,1997,71.938
Asia,Malaysia,2002,73.044
Asia,Malaysia,2007,74.241
Asia,Mongolia,1972,53.754
Asia,Mongolia,1977,55.491
Asia,Mongolia,1982,57.489
Asia,Mongolia,1987,60.222
Asia,Mongolia,1992,61.271
Asia,Mongolia,1997,63.625
Asia,Mongolia,2002,65.033
Asia,Mongolia,2007,66.803
Asia,Myanmar,1972,53.07
Asia,Myanmar,1977,56.059
Asia,Myanmar,1982,58.056
Asia,Myanmar,1987,58.339
Asia,Myanmar,1992,59.32
Asia,Myanmar,1997,60.328
Asia,Myanmar,2002,59.908
Asia,Myanmar,2007,62.069
Asia,Nepal,1972,43.971
Asia,Nepal,1977,46.748
Asia,Nepal,1982,49.594
Asia,Nepal,1987,52.537
Asia,Nepal,1992,55.727
Asia,Nepal,1997,59.426
Asia,Nepal,2002,61.34
Asia,Nepal,2007,63.785
Asia,Oman,1972,52.143
Asia,Oman,1977,57.367
Asia,Oman,1982,62.728
Asia,Oman,1987,67.734
Asia,Oman,1992,71.197
Asia,Oman,1997,72.499
Asia,Oman,2002,74.193
Asia,Oman,2007,75.64
Asia,Pakistan,1972,51.929
Asia,Pakistan,1977,54.043
Asia,Pakistan,1982,56.158
Asia,Pakistan,1987,58.245
Asia,Pakistan,1992,60.838
Asia,Pakistan,1997,61.818
Asia,Pakistan,2002,63.61
Asia,Pakistan,2007,65.483
Asia,Philippines,1972,58.065
Asia,Philippines,1977,60.06
Asia,Philippines,1982,62.082
Asia,Philippines,1987,64.151
Asia,Philippines,1992,66.458
Asia,Philippines,1997,68.564
Asia,Philippines,2002,70.303
Asia,Philippines,2007,71.688
Asia,Saudi Arabia,1972,53.886
Asia,Saudi Arabia,1977,58.69
Asia,Saudi Arabia,1982,63.012
Asia,Saudi Arabia,1987,66.295
Asia,Saudi Arabia,1992,68.768
Asia,Saudi Arabia,1997,70.533
Asia,Saudi Arabia,2002,71.626
Asia,Saudi Arabia,2007,72.777
Asia,Singapore,1972,69.521
Asia,Singapore,1977,70.795
Asia,Singapore,1982,71.76
Asia,Singapore,1987,73.56
Asia,Singapore,1992,75.788
Asia,Singapore,1997,77.158
Asia,Singapore,2002,78.77
Asia,Singapore,2007,79.972
Asia,Sri Lanka,1972,65.042
Asia,Sri Lanka,1977,65.949
Asia,Sri Lanka,1982,68.757
Asia,Sri Lanka,1987,69.011
